name, lat, lon, imgurl, other
Musholla Al Mihrab,-2.534917,112.95393,http://lh5.ggpht.com/dVodDCx_vtKVVRNuSpZhBoCPaQ9C-vJP7SrpzypfAVFrwShPoml0_hWOZ0k8n8v5fA0y8h7GljpLb4xTL07G,0ea044b5ce5d4d84b67ba7e18260fb01.16
Stasiun Bis,-2.540901,112.953199,http://lh6.ggpht.com/EM-kEY6027f82OJ_XC_98RFBOeY-2Gbyej_gE79PkrdDkP3vaVmJHNwj6fd6D9gfaNtA2fG5VmwMnsmKGMk,352007f49c0b417ba802bc868290d4af.16
Masjid Nyolati Ipit,-2.534599,112.960808,http://lh5.ggpht.com/7fz1ZED6LEUfJwQp3WGQ2Vm0cJNWlqGVaGVEwQnW2lmnx1Qa4nxMRuZJybJfNt6jYOhLSzNZxRjqhqSEg2w,3327f5d47ec24056a92ed622170c3af4.16
Tugu Adipura,-2.538058,112.960546,http://lh3.ggpht.com/xaMHqh_6yjDTGis7lm6EBIJe4BmkxFGs05K_AHcX_WuW_MrHo79K6KmEKWSHLZfgxW2_W9reXEGN3T4G5xYM,a1232c0ade1b45578c796f9ae3f2dc37.16
Paud Mural,-2.532016,112.958255,http://lh5.ggpht.com/C2n_6tWcjzha2X-uQNGV1gJVnQZF97hTaJ3rnWahCVAEOfReF4tekRXZ36nTlEvuCMV943iaZWlovc_TxsE,af78d91475314771923962b4c7d9c820.16
Kapal Rusak,-2.538354,112.958382,http://lh3.ggpht.com/fVMIN10M9D3NWz9PmYP5AfS3Oph402NOZjFh43KVQ19u7_1uJLGSLgdSS-EosKcgR7ehCVlXe2gKcLY9IKmT,a2624b6a22d24f82a6f33801db7d8059.16
Langgar Lainnya,-2.531714,112.957214,http://lh5.ggpht.com/L7TkKFprGLKpS4DNKlL1-LpdtFtllQ-QjW9ME8AbJMEN8yxFZCozjwEzFWEr-Hp7O73FOQ63LJszryhIoEJhlg,f28c3d0450194287b26ba4523a2fa402.16
Mural Stop Global Warming,-2.538665,112.955215,http://lh4.ggpht.com/9OkUu8tGpFP4HJ7BelRT4O9UWlLDM2wO742OUke91mIYc43ehQGo_QuAamXiQbCnpdeKoxtDLzCCcBGMz86f,0a61641aa3554c9db265cf2d234a655b.16
Mosque Sampurna,-2.531424,112.950386,http://lh3.googleusercontent.com/bxl1QkWLSeoEZNgrKU1UqBARHliDCtzmpur7Lm28DBFebve2QpMJGjzmYtIjyO_IAJ84Ikhixj7rx8pSHJ0o,7f2860f15263472a9e8619cf75b30b62.16
Water Fountain Taman Kota,-2.53736,112.9597,http://lh3.googleusercontent.com/fmicAHMwl0V8emk_BVkCCPV0COHDpKkpoOlP6G9ekcFHIXs4N71B15kc5iPLKqam2yzH_O4KH9PzaQwrHWYXVg,2226bd08313643efa1deb4206dc88ff5.16
Masjid Tempat Ibadah,-2.540905,112.951015,http://lh5.ggpht.com/G9K9jTd8W8rf0b_oBiG_HXWHdoqaDBAZaYjdW3dX5clNI5TDdq91xyojAxy_mJoFJzy3vMIMYqq8HtktuIE,c835abd34e8f43a4b1a70ffe4b0cae80.16
Mesjid Agung Al-falah,-2.538897,112.953218,http://lh3.ggpht.com/oaKeihDDq3_yscUTXw07Jt3u-4iO72Z4ms8J1XmJwi0lFeXTnc3Xl1V3UdgtAbNxcazbz1kSij1QHPG1Unw,e84cd5a04f5849b4ad0889406d6630c8.16
Masjid ReL,-2.536413,112.951624,http://lh3.ggpht.com/AaN2A04hcZ0jjHfKzfgl6LGj5uDbp0sVj931Jb3uJwMbUOfkAWbiigXX_y7uKzE5YLRiRO0Y0vqmjg5WxxJ6,44d62303b8f94b599f15691c8b6fdba7.16
Jamiatul Islamiyah Mosque,-2.537961,112.956783,http://lh3.googleusercontent.com/H9LapXMww-eDIsA4y31OMiS7GkmIXrdFP1ZVjMYVD3okAY0nt9UHcO8o_3ImMZclWG63XgiHedlPwGryuGuRtg,9340fc08f27f43ba933426fa5d1b5a88.16
Relief Jesus,-2.538423,112.962711,http://lh6.ggpht.com/D_ffMTpjRSIVNa7yybUhcfbwGM0kDzy8pviHlvodjjdhuYCS-swHdmtHjyv0zMxV8lrOSI2Y8KdtXVSH8q_G,25ec1bcc9aab4055ac1fdd55a462c951.16
Keluarga Berencana Statue,-2.532337,112.964183,http://lh4.ggpht.com/KHz96sNaZoW9XBfLUmY5NL7kuP9PV_sTMnCedrYQ-hN0jeYXa-zoNomB3vPn3roqsAvhKyTk9phmPzROBCMB,ebb8363a273c451c84f17a95499d92c5.16
Tower Mesjid,-2.539678,112.964082,http://lh6.ggpht.com/QJljQX6wDvTzi9kL_Wh5aj8YbiIoPO6ZjPCw4QIr-2XNsav4t5rFzlKAKaNozmKw80MCtwwJavif9v26zprI,d1366cc024924966b95c8f63d32f0c45.16
Angel Statue,-2.538269,112.962107,http://lh3.ggpht.com/I7JVEeQp4mgqbrFswmzk0bRlYnKyJkDrBg8p3zCgKvrn0cgTylOzQYn2Ash8XLqRzRhO92zpeMCMLwwh11JMvw,32394d4ebe604b24819d714263720f97.16
Tugu Pelabuhan,-2.539355,112.964221,http://lh5.ggpht.com/jSZXPxN2VOhr-Ha3V9-C6TeHf6F4_MXJmwBejtPC9ZFK-nu2Slp3_xJZOedt0WA2MrzBWDnz2-Q9XJlDt5o,d0cefa8019784b458098a9b04ed627b5.16
Fish Statue at Kpoeng Oelin,-2.534958,112.964801,http://lh5.ggpht.com/LK2949nMwkva_EyXunievNAV-9DcD5x3IfuFWcry1g_6iTdi4LgrikQvekmF4xLh-kq3mIaDCAgRoi0bB4PxRA,98483086dfb7426397b74edd535182b7.16
Kepala Kijang,-2.557957,112.948037,http://lh3.ggpht.com/xbLHSqFS1OsWhrHcvl_znm3gnQWU0ZRnVkwYign9rt3cfEZmaFqryPkJ7QGNtVX8TSFH5s0SXJvkdLsOvQGs,8794c8a4c9194214bf0c6954050a3f39.16
Kepala Rusa,-2.557683,112.948066,http://lh4.ggpht.com/BvRSRIRv0XMy8r118O4dirgVUDrO4OeMjivQ4dTUoecsirRsVWLLTSx5xP3-eL5KiGgLQKOWm6OMS0M6UWzfJQ,6e64c8aa3db8492e80a270196356d629.16
Gate Dinas Pu,-2.560875,112.949801,http://lh3.ggpht.com/fsJc-Wfdh3LHTcBjrjPgZLVcOCLnE8Wjh5ZPnyiYuvX-jd-gbo17URbIzYOOARMEHJpYpSbLxAFl39KH-5iZ,d963ffafbd4b4a6799221d481a647857.16
Pekerjaan Umum Mosque,-2.561315,112.949751,http://lh3.ggpht.com/kf-hKFah9P94NqIIQc4kJSHLzUJiJNSJ16WW6XaY_aqnB4gDOzlyi4aIQ1F_wKcovTYtoYkHXJ5XprdEcQUJBA,ed1a067f6ae14d2e9c3c55b795939a54.16
Muke Gile,-2.557884,112.948214,http://lh6.ggpht.com/H0upGckZr06pByEmRUYdVrQbNXVmxUms_WotLZjXCJM1GrTcd8ImHZI3ie1DlR-WML1cyYMze3HMnBuv9eos,aee53d61250d43fab3fb064b0dc53b1f.16
Joglo Nongkrong,-2.558163,112.948317,http://lh6.ggpht.com/9ducWxZ7kSXTDV_PuyuKon3RD87gAgKDSp2T5GO-jVgM5tACbi9TY1ipCCAMPgy2BHtuOJU0SB4W8wQFw58,29ac1f83cfd84c7b84521dab7f227ae0.16
Langgar Desmon Ali,-2.518689,112.965615,http://lh4.ggpht.com/ffPkieZGimIwtoisGw3GOHeElgk6wn9_4soNewmwM_RgnpaAvPqTXlX3OKuEWVA1id9uX3iJM5vuxt4WgEyY,a94968c1062e44d8b5661cb249850771.16
Gazebo at Park,-2.525223,112.945777,http://lh3.googleusercontent.com/8rrL5UiRPW5eJ_buQfwQ0qJ0wJe_qanaioZrvnCbASq3OizeLDr4S5LCqF-ZID5aegoI6KpLCY0mMPF_D1AUqw,14158d676a7c4f7ba8fc6bc48cd16868.16
Sampoera Mosque,-2.530246,112.945006,http://lh3.googleusercontent.com/4qxoTsMTQ7j8DxagB7O1PyXnuSJ_7obf2yPIR1a5jBu60u1pwbWiyz72h_79buPc5D8GmPUt-g54R_72rDA,15d5fe564744486b99aebd38b31e7c41.16
Pot Smanda,-2.523919,112.94584,http://lh3.googleusercontent.com/F28sDCRhstiLOhPbl310wzKF5PfGk_eTEjoxLRHjGxL_pZwqjqCsvCh6gl8i6FXAv7qC175oGz1BkPBU0ERsZQ,f4bc45722543426fa4c440c193042e82.16
Masjid Baabul Jannah,-2.522801,112.946658,http://lh6.ggpht.com/9NC05V5tXYCwOaSozpPxoqlJEKbQM_-zM2G5DY1kENoLpysxmPw270VOupBsciBuom58NsjPkwkAkm46PNg,02b8f81359f8466599a2722d0b0c5c84.16
Jelawat Gate at SMANDA,-2.523598,112.946104,http://lh3.googleusercontent.com/Jryj1ZsbVeUn_DSKHc5aAJ-FJ3-eGcXjDB3ophKkDXBqdTqwGGfAsOXxwihs2YMgCSNYaTya9JA9Z3j_GP-D,244b39f9345845aa89a048d0e86d7789.16
Langgar Al Marhamah,-2.520928,112.946545,http://lh6.ggpht.com/ej6xhJY4z5GJoqamv1wvDD38ilmHyJqvSQco7uyxV7uj3Duhe4WVxtdKdDFQv9Aa1wZyIZSrqiNwCNurYzs,781ad1111d6443e09599cf9768249119.16
Masjid Sampoerna,-2.528924,112.944218,http://lh6.ggpht.com/xNU9L6JzOiA3Q2aLgqdwmcVLEOsFpgY3Ysl-tJ9NO8cnD8PsDfeLYah3g-pI7utKJceraHPRAOK6FQDiC9Pu,2697bd78de2f49f7852efd3514c786f8.16
Masjid Kubah Biru,-2.520118,112.946039,http://lh5.ggpht.com/ZKHKVKFgF2TSEU516zYv6BZO7lBnwibFBZAcSAZPI0RLVfHsijjXs2taHDAeX35DECUtWjCFSep0ac-ZH2sL,51accc28e911476dac52177f62935567.16
Sekolahku Mosque,-2.524934,112.945941,http://lh3.googleusercontent.com/0pLr_0OqPH0nmZAPs9C8IqNPzQJavqC9DCZjkyXhcYZVVORhreycnrY6HyrnAFvuxiSxu7sNcBCD11E80pNC,60fcd8b86ba04c9e8ac8dd25d473eb9d.16
Gunungan Gentong Bunga,-2.539466,112.928021,http://lh3.googleusercontent.com/v2ZRNB045meTE3_PHI2Ke0AQhYiWuH5558cPBxWq6iR1dk4gHdEO1Ffkq_1ayZux8MvKAT5qmFkFs4NVyNyc5Q,061da89d2b48478da3de95bf17d621c5.16
Rooftop Stupa,-2.537477,112.93839,http://lh6.ggpht.com/msZ0tZmYOaLOTzd-fuDj7YnqZjMhFWaJDZMM-YPp6sKS-4qczWDjOAJkHdnPbmaYpzyRI1IBRzFQo4XLwVly,d9e9dc21a8324023a08e13f262ee420b.16
Mural Ikan Werra,-2.538251,112.927748,http://lh3.ggpht.com/5_pMKZcVPXFuR5bz2Oxvco6fqQRyJcQ46ccovkD7OIhXwhiUu3i14ZDOPgu8SZVxn95xnva6569-VVyiU1BO6g,2f8ae59bd5334744a407597e5ee72d7b.16
Twin Dragon,-2.537703,112.93848,http://lh4.ggpht.com/fMB5A4nP_G2JW33qTGi4CaUKIfKTroZxYJDDhytdGMWPQd3TscEzg6_jmldEi36nLQmrDoXHNF1Kgb6os3YF,0ba3f86b1b9e4f5582794462724236d3.16
Wihara Avalokitesvara,-2.545595,112.955649,http://lh5.ggpht.com/nHr22x3UtnZWnHS45sq-G4qzil48wMCAzzzAb1Ficx_HelbLtYUNXzk0jr5op_oX8kHCtFs6g061I9UqROQ,23db924d7e4447c18f367df799cd7093.16
Musholla Hijratul Hasanah,-2.552185,112.951635,http://lh4.ggpht.com/VjUxwbCt3AwJozZmO7e9NhglduB8002B4I34b35Ldo4ar_jqPcRZ5LIok1um6Cxl1rtYEenoKHLEAFRaG2CS,aa09bb6ec137455aaba2c0548cb1d0a9.16
Menara Langgar Hidayaturrahim,-2.542776,112.959931,http://lh3.ggpht.com/BgKqWEauhSg4oN8sZD_VJyx92OjA2QUl_Rkr2VHuMxJky_2UhLPLvxTOgd40wEgi5Ww9HKz7GM6QPf9hQ0c,acd3f7bb610c4abdab604648e6047f5c.16
Langgar Darul Taqwa,-2.551313,112.96072,http://lh5.ggpht.com/wFD2upEfYdck7JrqEP52wxoaojjJF4ebwbWhLXMMtsyKufHtKTpoUX8aMLKhJKYLq9L8js5qQb5EF2R2xoMrEQ,c1a19b299e0e46aaa71529a715941caf.16
Masjid Nurul Iman,-2.547949,112.955728,http://lh6.ggpht.com/Ill18Gy_AgxkNZHQFM6MzHzMIsObPsmIi0siiElbgG-c3L37dyCcKD4p8AFkUyG4YD25arOCxzUSRprcNAMw,3adf0f0761474a7596a7cf7d90bf86ca.16
Gereja Bethel Indonesia Sampit,-2.54356,112.952319,http://lh6.ggpht.com/EqtJmX0ATz42QM8HrP5jNsmhzjKIU8VuRDZwhrQSW44vSUQK6p_Hb4f_-nlaSg7jkgD40IH4NaMZ1Skzgaq_,8e31ea4c00384d03bdc45e8fc5deb9ab.16
Relief Tulip,-2.542467,112.951793,http://lh3.googleusercontent.com/GwbN6qhkHett3x_pHYaaq6oPg2l_P_QXOnqeF3EYXbC3qDLxJvoHGIhQj-k_XI1MOWHIWD9jVcCzlDsHwFtE,dd694787f6694dd9873ee61a13d3bd03.16
Patung Polisi,-2.538162,112.941662,http://lh4.ggpht.com/2uFqT8NiqATbGK_f8lPzw_Tub0RiD6qUyHiNgBLj7h5OhI-tDL7cvDdSf_5n4V5GHBI-n_RV1sIFgbqn1T4B,cf4e4420fb2a4c3ca60e9671f8119b2a.16
Replika Tugu Adipura,-2.538582,112.942173,http://lh3.ggpht.com/8jmOepheGFGvMbxHIMDvCN_YNBe6w84ULWFhtXsxdGkag67aCjDaGGgYBT9B_7yVLHNd7y2bLXVR2o2PSuvm,ae2154e168da40118193f161248ddeaf.16
Klenteng Kong Miao Litang,-2.540946,112.942854,http://lh4.ggpht.com/U-AkGquc-w5Gnte6euYwogrkUqq6qBIIMtZTt-8xtYVxy4wqCiLES99PGA5TD1HKxhCFRh6ajj51H262a71E,1ca3f0ad5a924e66a7783a8a84276257.16
Pemda Gate,-2.538547,112.940537,http://lh4.ggpht.com/0Jhp2-AYi91WfO7EgQ6e7Vm6HXudJ-OMhJMr3-yVgZfMq_L6Mya2PpiapJkYcw0DZ2l3_7h6Gi4vJ1J6uh0,38c85ba55f514212b524f37f5faf8721.16
Masjid Baiturrahim,-2.537728,112.946039,http://lh4.ggpht.com/DmGXBQCIMiYuni9Bg2JkihwiJLAYNcsmX3y5PFYwME4k36imw6FhOQrdxQ3b9VF4vnRDBzhdYcnr7QtMQ9Av,ca8f32b0d05d4d358cae16651c6027f2.16
Masjid Haryono,-2.541258,112.948472,http://lh3.ggpht.com/w0bVejgEYUx0ZFLHHZO6nqzpSla9dWDZgItlCoeuUWKeWuSN0b3x78M9myDWsKdv5TLG9h9EnrH8zh2E6HOM,ca9cd0bc2c5047b097b3c99bad6bc3e6.16
Gereja Alfa Omega,-2.538732,112.947654,http://lh3.ggpht.com/TmHGFChHTrG5CqFznNugfCFENzTKV_B3xIiV87gQgXG5TnOT6R6gHf5BVhhbsuc9w4QEuxvA1Ui-PM_gEsHT,5ec8b0ab32054f2e936dc732fb07c82c.16
Onta Fajrie,-2.538983,112.949564,http://lh3.ggpht.com/jviQO9H6p4EBbvF1dK5Cm4ldnH_I2do6swtVksaMAWA0ozVwTXpwFss44Evbm-Qyg6xzuYGsncdV41K1Xp4tzQ,3708b885dc27425993b2fa21d88ea533.16
Gereja Gunung Hermon,-2.538998,112.949089,http://lh5.ggpht.com/RcUoStGYuiHEEmTtSrmOLG_zdp5qAIOlNElpwZA6l_SBi1cVg0WGWMVrmfBSjtAiWlsJ4FoK26Uqdtx0WR59Sw,0ee88a4396954c5dbb59fee09eb8bfc1.16
Gapura Batalyon Infanteri 631,-2.534304,112.941473,http://lh6.ggpht.com/6SfUXRXpzZoH2laSwC5IUswod0pkk5iAz9q1bJjypIYaFPIJ-SunNBC4seeCMcu8ttkZp7YKCsK4kJ6PoUwUEg,3e264d0b32024a149c09218a92f47c7b.16
Pemda Tree,-2.538323,112.94052,http://lh4.ggpht.com/kuZ1nvEImPiCBib7xZFsSxqjz7JlTTxVa6jytclq-hanvXwrzch9Gu8swSyMan1dQiHCeYSFZHXPYAz3PkA,6eb61e807224445fa89d0a074a29f1f2.16
Bundaran Polres,-2.538632,112.941819,http://lh4.ggpht.com/PGM2_GYiJstp8_ZsnpZw6Q-SR2O-QoE9Uz8XEOEJVok682AQQTKdJa1Z8A2U_iVRdAjvw3YMwNWGHM1UlYzf,391d3c9f75f3496aba41b8c10889ddbf.16
Masjid Nurul Jihad,-2.53217,112.941893,http://lh6.ggpht.com/B52oerLc7fGryT6i5MDy9w6njn6s_i6GfophsLBtwe52ddIsr2PqG7OLunsZ3_JpsO7VVrdNNZ7GE0E66ks,78fe362f40604137a7c4d7b189dfa88b.16
Playground Dodik,-2.535268,112.945636,http://lh3.googleusercontent.com/AxdjkLGoVN2IOa-gmLfOZdcpU8VZK4knBKpr4YETFjEn8fcxX8gl38SuBPLQj5ET4yB1OL5vlqQb8R_knZP5,7af451d2c6f94c32bb1e4097a3b5f67a.16
Patung Kantor Bupati,-2.538605,112.944626,http://lh3.ggpht.com/1CJ_qf_IC2I0Y7Qyx1OMKsApBQUYJ8z8lpCoLCV6tNaVhvvjpvJcj7a2fN_ZLHscEpdKe_y7UxL03vHwGAcYwQ,e1a34dab7a354438bf63533f88e5860f.16
Gereja Eka Sinta,-2.538755,112.948225,http://lh6.ggpht.com/FHvggi8IRFrOb_Ol2N8eaf9PDNETnN9xeBq-21Gs8aBN5Kdr30BR0pc2DxBxXd-kaHsZ8zyttdplhuGdrRE,7da818e2dcae446e816ad6c77a1f338b.16
Langgar Al Mumin,-2.557182,112.962071,http://lh5.ggpht.com/kNSi2DnxCTKFyT1N5kQTd1eGQq58_kbkyudpWIW72inq4sg7u2ph58hAW0D3CWapj3o9RsWqKXOQylrfBit0ug,c0ca653f13df42fb93a6337df58fb121.16
Masjid Nurul Alif,-2.563803,112.951124,http://lh3.ggpht.com/JiorhG8-4ah-QKcuoCc4LzD9lU7xOflNmLx8m8t_utYzFdrb_cmFOqd5ER2he3EHe2rbrVFhoxPntwN8BOo2,c55e817f68734dcf9891078f548b0ce1.16
Langgar Miftahul Jannah,-2.561879,112.95706,http://lh4.ggpht.com/igPzVE356H9r5it1T0KirKFQiWVX870moTa8VCbGxN-XFozSY3Mzdx7k6cfFp6JaCATx4QpZsssMPsvJoaCA,db8a134a80ec47e5a164daed9e6f5bc5.16
Masjid at Taqwa,-2.554882,112.961187,http://lh3.ggpht.com/7x2CXnDEQlxc4WdjbSH9dd4K600LMMnxtmne2vqf86sMEcVQgV4HRzrY9QkTlbdBBJV5wEfRDA9NHgKdEj5-,3f601887114443a68f168354fbb1f963.16
Masjid Thariqatul Jannah,-2.555015,112.951675,http://lh6.ggpht.com/n7dJb7xXISLhqP3Ss8ogcHrKp3wCu91QOQ0vbrr_QKXBqWnyOb-Yw84A71FxJMqBbSZK8ReMqyJkj3V1Pq4i,49ebf0eadf4449feb9a6235d6cc4fa35.16
Langgar Al Imran,-2.559563,112.960158,http://lh6.ggpht.com/PoqHOglRuO_j75VOLVkPeAk3AkCiZriWMcT_WbISpD1BYnGFX3nxuE3KugBw8LrF2TkhQC37AjkwuZ9GZxcd,fd9183a92b4044fba0d4f9b9e774e02e.16
Bundaran KB,-2.570298,112.950929,http://lh3.ggpht.com/HQ41RCPNy8vOb_1ldwyu-IcW9yj3OE2sitLYRmZ4xqJkS2-gGR6F-KbJKy8YiB8g4c3Bw_C7kZklf8KpEZEbXw,9458df2cc79a46c392a965787f72f2b8.16